,Volatility_Time,Volatility_Time
909,0.2262830933573764,0.18324177565562413
910,0.1939363514657003,0.1560142637182373
911,0.23514882126165715,0.16646752908021534
912,0.1518122462810162,0.15686765476086026
913,0.04779228167032907,0.04753784713099703
914,0.13602481956575216,0.11350018305385712
915,0.15408629350505612,0.1340077254383433
916,0.19521243553524129,0.12928510938048013
917,0.1338627266006466,0.1096470238344948
918,0.14423125407613607,0.10771224349243419
919,0.15131180136977648,0.10629457275899774
920,0.16254751437681883,0.1266464077099741
921,0.18404067409417743,0.13730084597296713
922,0.16198104407637168,0.11349431713622449
923,0.16545759151694217,0.11954070045908076
924,0.14662839804791353,0.11069390005561189
925,0.16766425459417167,0.11465457358358011
926,0.12912362137418681,0.08380903195338016
927,0.13938610595641104,0.10836931578722418
928,0.1827182849138018,0.11406422591241082
929,0.16285558596158298,0.10620386799097771
930,0.37902431187219626,0.1881904430726432
931,0.17933296176790384,0.10160891574232592
932,0.14595607357867296,0.13585119112708155
933,0.13572754837928233,0.09951844953672227
934,0.13485608897856716,0.1101763156846479
935,0.10805347340107536,0.08111991133903186
936,0.18284828679223128,0.1208467319117742
937,0.17741271295956687,0.12962133050333988
938,0.14917538217075635,0.10789839524814236
939,0.15959731524660448,0.10697012253830254
940,0.16510225208693324,0.10514888919073875
941,0.15314134283994854,0.10778245643179396
942,0.11747428034863676,0.0933783952027022
943,0.13383085678497933,0.08334951729306943
944,0.1177800486245831,0.09246153550101023
945,0.15563448419320092,0.11442926840510027
946,0.12510216382350078,0.08053310715676065
947,0.0756678448206571,0.0734664706215979
948,0.06199175935750841,0.07386274317500748
949,0.07613948609517068,0.07721759627857987
950,0.1026980493221504,0.09725090179516054
951,0.12381942214687525,0.08874485836576844
952,0.10168117697408684,0.07486519422226219
953,0.06064150440275934,0.09484639283763917
954,0.1011579628555651,0.08886638894070241
955,0.10746606898104957,0.09584785722507716
956,0.12990424988349142,0.10939544687682039
957,0.1280575056815823,0.10846244495269682
958,0.12215598914788961,0.10427358622738331
959,0.10635754509250936,0.07941952034090874
960,0.1079439111559897,0.09307549979451873
961,0.10571227024754631,0.086372197660278
962,0.13213623351661574,0.10093528286614485
963,0.09792623816254867,0.0710679412277046
964,0.10949247917165049,0.08770453146669882
965,0.12493900918974592,0.08885029118180915
966,0.09714435713158075,0.0761157924760689
967,0.10092315776799032,0.07824035046263512
